depth	SO4
0,005	0,1455234375
0,015	0,080044270833333
0,025	0,126958333333333
0,035	0,119041666666667
0,045	0,18015625
0,06	0,134268229166667
0,08	0,1755234375
0,10	0,145890625
0,12	0,103760416666667
0,14	0,085580729166667
