time	value
0,206487823439876	0,285714285714286
0,209218036529687	0,221428571428571
0,21740867579908	0,192857142857143
0,220445205479456	0,012142857142857
0,228424657534247	0,178571428571429
0,234417808219178	0,057142857142857
0,244843987823438	0,035714285714286
0,28593036529681	0,192857142857143
0,294320776255714	0,164285714285714
0,30812785388128	0,278571428571429
0,310616438356164	0,128571428571429
0,316019786910189	0,164285714285714
0,316672374429229	0,001785714285714
0,321993911719948	0,021428571428572
0,354737442922368	0,2
0,363042237442916	0,178571428571429
0,371090182648395	0,142857142857143
0,381849315068493	0,107142857142857
0,387610350076104	0,25
0,38765220700152	0,092857142857143
0,387869101978698	0,135714285714286
0,396061643835616	0,171428571428571
0,398535007610359	0,007142857142857
0,412064307458138	0,001785714285714
0,428595890410959	0,1
0,43972602739726	0,178571428571429
0,459113394216138	0,078571428571429
0,464611872146125	0,078571428571429
0,47545662100456	0,003571428571429
0,475675418569263	0,15
0,483291476407911	0,085714285714286
0,483489345509897	0,157142857142857
0,488711948249623	0,001785714285714
0,516419330289191	0,142857142857143
0,53281963470319	0,1
0,535762937595128	0,017857142857143
0,541210045662094	0,014285714285714
0,543607305936066	0,010714285714286
0,552045281582962	0,002142857142857
0,560287290715376	0,1
0,579360730593609	0,001785714285714
0,58209474885845	0,001785714285714
0,593150684931507	0,092857142857143
0,601255707762564	0,001785714285714
0,609830669710797	0,047142857142857
0,612014840182642	0,001785714285714
0,617979452054795	0,002142857142857
0,6287195585997	0,002857142857143
0,637087138508381	0,048571428571429
0,639472983257222	0,001785714285714
0,644878234398792	0,001785714285714
0,669843987823438	0,035714285714286
0,670062785388121	0,001785714285714
0,677949010654495	0,001785714285714
0,686219558599688	0,001785714285714
0,694663242009139	0,002857142857143
0,705422374429217	0,001785714285714
0,713814687975646	0,001785714285714
0,716105403348545	0,001785714285714
0,719233257229833	0,001785714285714
0,746784627092851	0,005
0,757420091324208	0,001785714285714
0,76537861491628	0,001785714285714
0,771175799086751	0,002142857142857
0,77411529680366	0,001785714285714
0,782477168949765	0,002142857142857
0,796162480974135	0,001785714285714
0,8016894977169	0,001785714285714
0,809811643835624	0,001785714285714
0,823544520547945	0,007142857142857
0,842450532724495	0,001785714285714
0,847916666666673	0,004285714285714
0,850513698630137	0,001785714285714
0,858808980213099	0,004285714285714
0,859075342465753	0,003571428571429
0,870062785388121	0,005
0,90015220700152	0,021428571428572
0,907851978691019	0,004285714285714
0,918833713850831	0,006428571428571
0,924914383561644	0,007142857142857
0,927197488584481	0,011428571428572
0,929819254185693	0,047857142857143
0,935844748858454	0,014285714285714
0,943807077625577	0,035714285714286
