depth	porosity
0,005	0,955710079762704
0,015	0,946579954863851
0,025	0,946934905605449
0,035	0,94338781597838
0,045	0,939778417944891
0,06	0,935973212598264
0,08	0,931518747054968
0,10	0,927154592670564
0,12	0,92310783250759
0,14	0,919051310065979
